entry_id,raw_text,surname,first_name,first_name_expanded,suffix,occupation,relationship_type,related_to_name,age,origin,descriptor,additional_persons,additional_persons_count,entry_type,confidence,flags
122,"Bain, - Hugh's child",Bain,,,,Hugh's child,child,,,,Hugh's child,,,named,high,
123,"Baine, Nathaniel's wife",Baine,,,,,wife,Nathaniel,,,,,,named,high,
124,"Bakeover, Mrs. - tavern-keeper",Bakeover,Mrs.,Mrs.,,tavern-keeper,,,,,tavern-keeper,,,named,high,
125,"Baker, - Bartholomew's child",Baker,,,,Bartholomew's child,child,,,,Bartholomew's child,,,named,high,
126,"Baker, Adam",Baker,Adam,Adam,,,,,,,,,,named,high,
127,"Baker, Catharine",Baker,Catharine,Catharine,,,,,,,,,,named,high,
128,"Baker, Christiana – widow",Baker,Christiana,Christiana,,,widow,,,,,,,named,high,
129,"Baker, George – nerchant",Baker,George,George,,nerchant,,,,,nerchant,,,named,high,
130,"Baker, Jane – widow",Baker,Jane,Jane,,,widow,,,,,,,named,high,
131,"Baker, Michael – shoemaker",Baker,Michael,Michael,,shoemaker,,,,,shoemaker,,,named,high,
132,"Baker, Samuel – bookbinder",Baker,Samuel,Samuel,,bookbinder,,,,,bookbinder,,,named,high,
133,"Baker, Sarah",Baker,Sarah,Sarah,,,,,,,,,,named,high,
134,"Baker, Wallace",Baker,Wallace,Wallace,,,,,,,,,,named,high,
135,"Baker, William Jun. – apprentice",Baker,William .,William .,Jun,apprentice,apprentice,,,,apprentice,,,named,high,
136,"Baker, William Sen.",Baker,William .,William .,Sen,,,,,,,,,named,high,
137,"Balance, John – blacksmith",Balance,John,John,,blacksmith,,,,,blacksmith,,,named,high,
138,"Baldwin, Daniel – apothecary",Baldwin,Daniel,Daniel,,apothecary,,,,,apothecary,,,named,high,
139,"Baldy, George – tanner",Baldy,George,George,,tanner,,,,,tanner,,,named,high,
140,"Bales, Hannah",Bales,Hannah,Hannah,,,,,,,,,,named,high,
141,"Ball (or Bale), Henry – sadler",Ball (or Bale),Henry,Henry,,sadler,,,,,sadler,,,named,high,
142,"Ball, Burgess",Ball,Burgess,Burgess,,,,,,,,,,named,high,
143,"Ballentine, Dougal",Ballentine,Dougal,Dougal,,,,,,,,,,named,high,
144,"Ballentine, Thomas",Ballentine,Thomas,Thomas,,,,,,,,,,named,high,
145,"Balling, James – gunsmith",Balling,James,James,,gunsmith,,,,,gunsmith,,,named,high,
146,"Ballustree, John's son",Ballustree,,,,,son,John,,,,,,named,high,
147,"Banks, Mary",Banks,Mary,Mary,,,,,,,,,,named,high,
148,"Bankson, Jacob's widow and child",Bankson,Jacob's widow and child,Jacob's widow and child,,,,,,,,,,named,high,
149,"Bantteon, George's son",Bantteon,,,,,son,George,,,,,,named,high,
150,"Baptiste, John",Baptiste,John,John,,,,,,,,,,named,high,
151,"Barbara -, a servant",Barbara -,a servant,a servant,,,,,,,,,,named,high,
152,"Barber, Isaac - plasterer",Barber,Isaac,Isaac,,plasterer,,,,,plasterer,,,named,high,
153,"Barber, John – carpenter",Barber,John,John,,carpenter,,,,,carpenter,,,named,high,
154,"Barclay, Mary and child",Barclay,Mary and child,Mary and child,,,,,,,,,,named,high,
155,"Bard, Israel",Bard,Israel,Israel,,,,,,,,,,named,high,
156,"Bare, Mary",Bare,Mary,Mary,,,,,,,,,,named,high,
157,"Barkelow, Jacob's child",Barkelow,,,,,child,Jacob,,,,,,named,high,
158,"Barker, John",Barker,John,John,,,,,,,,,,named,high,
159,"Barker, Thomas – chair-maker",Barker,Thomas,Thomas,,chair-maker,,,,,chair-maker,,,named,high,
160,"Barker, Wade – an apprentice",Barker,Wade,Wade,,an apprentice,apprentice,,,,an apprentice,,,named,high,
161,"Barkett, Margaret",Barkett,Margaret,Margaret,,,,,,,,,,named,high,
162,"Barkley, - John's child",Barkley,,,,John's child,child,,,,John's child,,,named,high,
163,"Barnes , Paul's child",Barnes,,,,,child,Paul,,,,,,named,high,
164,"Barnes, - Paul's son",Barnes,,,,Paul's son,son,,,,Paul's son,,,named,high,
165,"Barnes, Blair – hairdresser",Barnes,Blair,Blair,,hairdresser,,,,,hairdresser,,,named,high,
166,"Barnes, Cornelius – merchant",Barnes,Cornelius,Cornelius,,merchant,,,,,merchant,,,named,high,
167,"Barnes, Francis",Barnes,Francis,Francis,,,,,,,,,,named,high,
168,"Barnett, Isaac – joiner",Barnett,Isaac,Isaac,,joiner,,,,,joiner,,,named,high,
169,"Barren, _______-",Barren,,,,,,,,,,,,unnamed,medium,unknown_first_name
170,"Barret, Bridget",Barret,Bridget,Bridget,,,,,,,,,,named,high,
171,"Barret, John's child",Barret,,,,,child,John,,,,,,named,high,
172,"Barrett, James' wife",Barrett,,,,,wife,James,,,,,,named,high,
173,"Barrey, Garret – type-founder",Barrey,Garret,Garret,,type-founder,,,,,type-founder,,,named,high,
174,"Barrington, Edward – grocer",Barrington,Edward,Edward,,grocer,,,,,grocer,,,named,high,
175,"Barron, Alexander – labourer",Barron,Alexander,Alexander,,labourer,,,,,labourer,,,named,high,
176,"Barron, Lewis",Barron,Lewis,Lewis,,,,,,,,,,named,high,
177,"Barry, James and child",Barry,James and child,James and child,,,,,,,,,,named,high,
178,"Barry, Matthias",Barry,Matthias,Matthias,,,,,,,,,,named,high,
179,"Barry, Thomas",Barry,Thomas,Thomas,,,,,,,,,,named,high,
180,"Barry, William – son of John",Barry,William,William,,son of John,son,,,,son of John,,,named,high,
181,"Bartho, Peter – apprentice",Bartho,Peter,Peter,,apprentice,apprentice,,,,apprentice,,,named,high,
182,"Barthol, Peter – cooper, and wife",Barthol,Peter,Peter,,cooper,wife,,,,cooper,wife,,named,high,
183,"Bartholomew, - - sailor",Bartholomew,,,,- sailor,,,,,- sailor,,,named,high,
184,"Bartholomew, Charles' wife",Bartholomew,,,,,wife,Charles,,,,,,named,high,
185,"Bartholomew, Elizabeth\",Bartholomew,Elizabeth\,Elizabeth\,,,,,,,,,,named,high,
186,"Bartling, Christlieb's wife and dau.",Bartling,,,,,wife,Christlieb,,,,u.,,named,high,
187,"Bartram, Robert – Joseph's son",Bartram,Robert,Robert,,Joseph's son,son,,,,Joseph's son,,,named,high,
188,"Barwell, John – livery stable kpr. & wife",Barwell,John,John,,livery stable kpr,wife,,,,livery stable kpr.,wife,,named,high,
189,"Bass, John – apprentice",Bass,John,John,,apprentice,apprentice,,,,apprentice,,,named,high,
190,"Bass, John's wife",Bass,,,,,wife,John,,,,,,named,high,
191,"Bast, Lawrence – labourer",Bast,Lawrence,Lawrence,,labourer,,,,,labourer,,,named,high,
192,"Bastian, Francis",Bastian,Francis,Francis,,,,,,,,,,named,high,
193,"Bastian, Magdalen",Bastian,Magdalen,Magdalen,,,,,,,,,,named,high,
194,"Bastin, - William's son",Bastin,,,,William's son,son,,,,William's son,,,named,high,
195,"Bates, Abraham",Bates,Abraham,Abraham,,,,,,,,,,named,high,
196,"Batt, Catharine – Tho's.' widow",Batt,Catharine,Catharine,,Tho's.' widow,widow,,,,Tho's.' widow,,,named,high,
197,"Batt, daughter of widow Batt",Batt,,,,,daughter,widow Batt,,,,,,named,high,
198,"Batto, Peter – cooper",Batto,Peter,Peter,,cooper,,,,,cooper,,,named,high,
199,"Batty, John",Batty,John,John,,,,,,,,,,named,high,
200,"Batty, Susan",Batty,Susan,Susan,,,,,,,,,,named,high,
201,"Bauchman, Catharine",Bauchman,Catharine,Catharine,,,,,,,,,,named,high,
202,"Bauck, Elizabeth – a servant",Bauck,Elizabeth,Elizabeth,,a servant,servant,,,,a servant,,,named,high,
203,"Bauer, Anna Barbara",Bauer,Anna Barbara,Anna Barbara,,,,,,,,,,named,high,
204,"Bauman, Henry Charles – weaver",Bauman,Henry Charles,Henry Charles,,weaver,,,,,weaver,,,named,high,
205,"Bausan, - Peter's son",Bausan,,,,Peter's son,son,,,,Peter's son,,,named,high,
206,"Baush, Adamm – reed-maker",Baush,Adamm,Adamm,,reed-maker,,,,,reed-maker,,,named,high,
207,"Baush, Andrew",Baush,Andrew,Andrew,,,,,,,,,,named,high,
208,"Baush, John – shoemaker",Baush,John,John,,shoemaker,,,,,shoemaker,,,named,high,
209,"Bautz, George – carter",Bautz,George,George,,carter,,,,,carter,,,named,high,
210,"Bay, Jacob – type-founder",Bay,Jacob,Jacob,,type-founder,,,,,type-founder,,,named,high,
211,"Bayle, Elizabeth",Bayle,Elizabeth,Elizabeth,,,,,,,,,,named,high,
212,"Bayman, Charles – wheelwright",Bayman,Charles,Charles,,wheelwright,,,,,wheelwright,,,named,high,
213,"Beak, James – labourer",Beak,James,James,,labourer,,,,,labourer,,,named,high,
214,"Beale, Honour",Beale,Honour,Honour,,,,,,,,,,named,high,
215,"Bear, John's wife",Bear,,,,,wife,John,,,,,,named,high,
216,"Beard, William – Blacksmith",Beard,William,William,,Blacksmith,,,,,Blacksmith,,,named,high,
217,"Bearet, Bridget",Bearet,Bridget,Bridget,,,,,,,,,,named,high,
218,"Beattie, Catharine",Beattie,Catharine,Catharine,,,,,,,,,,named,high,
219,"Beattie, John – labourer, & wife",Beattie,John,John,,labourer,wife,,,,labourer,wife,,named,high,
220,"Beattie, John – porter of U.S.B.",Beattie,John,John,,porter of U.S.B,,,,,porter of U.S.B.,,,named,high,
221,"Beaufort, Elizabeth",Beaufort,Elizabeth,Elizabeth,,,,,,,,,,named,high,
222,"Beaumont, Charles",Beaumont,Charles,Charles,,,,,,,,,,named,high,
223,"Beck , Eliza.– John's daughter",Beck,,,,,daughter,Eliza.– John,,,,,,named,high,
224,"Beck , Jacob's wife and daughter",Beck,,,,,wife,Jacob,,,,ughter,,named,high,
225,"Beck Jr., Andrew",Beck Jr.,Andrew,Andrew,,,,,,,,,,named,high,
226,"Beck Jun., John",Beck Jun.,John,John,,,,,,,,,,named,high,
227,"Beck Sen., John – dyer",Beck Sen.,John,John,,dyer,,,,,dyer,,,named,high,
228,"Beck Sr., Andrew – dyer",Beck Sr.,Andrew,Andrew,,dyer,,,,,dyer,,,named,high,
229,"Beck, Almy",Beck,Almy,Almy,,,,,,,,,,named,high,
230,"Beck, Bernard – porter",Beck,Bernard,Bernard,,porter,,,,,porter,,,named,high,
231,"Beck, Catharine",Beck,Catharine,Catharine,,,,,,,,,,named,high,
232,"Beck, Elizabeth –Andrew's daughter",Beck,,,,,daughter,Elizabeth –Andrew,,,,,,named,high,
233,"Beck, Peter – shoemaker",Beck,Peter,Peter,,shoemaker,,,,,shoemaker,,,named,high,
234,"Beck, Rachel",Beck,Rachel,Rachel,,,,,,,,,,named,high,
235,"Beckener, Mary",Beckener,Mary,Mary,,,,,,,,,,named,high,
236,"Becker, George's child",Becker,,,,,child,George,,,,,,named,high,
237,"Beeker, Jacob",Beeker,Jacob,Jacob,,,,,,,,,,named,high,
238,"Beeves, Margaret",Beeves,Margaret,Margaret,,,,,,,,,,named,high,
239,"Beicht, Alexander's child",Beicht,,,,,child,Alexander,,,,,,named,high,
240,"Beifs/Beiss, - labourer",Beifs/Beiss,,,,labourer,,,,,labourer,,,named,high,
241,"Bell, Elizabeth",Bell,Elizabeth,Elizabeth,,,,,,,,,,named,high,
242,"Bell, John",Bell,John,John,,,,,,,,,,named,high,
243,"Belvoire, Maria Antoniette",Belvoire,Maria Antoniette,Maria Antoniette,,,,,,,,,,named,high,
244,"Benard, Catharine",Benard,Catharine,Catharine,,,,,,,,,,named,high,
245,"Benge, Elizabeth",Benge,Elizabeth,Elizabeth,,,,,,,,,,named,high,
246,"Benjie, Francis",Benjie,Francis,Francis,,,,,,,,,,named,high,
247,"Benner, Jacob",Benner,Jacob,Jacob,,,,,,,,,,named,high,
248,"Benner, Michael –labourer",Benner,Michael –labourer,Michael –labourer,,,,,,,,,,named,high,
249,"Bennet, John – joiner, and wife",Bennet,John,John,,joiner,wife,,,,joiner,wife,,named,high,
250,"Bennet, Lucy – wife of Thomas below",Bennet,Lucy,Lucy,,wife of Thomas below,wife,,,,wife of Thomas below,,,named,high,
251,"Bennet, Samuel",Bennet,Samuel,Samuel,,,,,,,,,,named,high,
252,"Bennet, Thomas – labourer",Bennet,Thomas,Thomas,,labourer,,,,,labourer,,,named,high,
253,"Benoit,.Benjamin's child",Benoit,,,,,child,.Benjamin,,,,,,named,high,
254,"Bently, Oswald",Bently,Oswald,Oswald,,,,,,,,,,named,high,
255,"Benton, - John's child",Benton,,,,John's child,child,,,,John's child,,,named,high,
256,"Berenger, Rene – France",Berenger,Rene,Rene,,,,,,France,France,,,named,high,
257,"Berg, Mary – Æt. 75",Berg,Mary,Mary,,Æt. 75,,,,,Æt. 75,,,named,high,
258,"Bergmeyer, Margaret",Bergmeyer,Margaret,Margaret,,,,,,,,,,named,high,
259,"Berkelet, Nicholas",Berkelet,Nicholas,Nicholas,,,,,,,,,,named,high,
260,"Berry, - tinker, and wife",Berry,,,,tinker,wife,,,,tinker,wife,,named,high,
261,"Berry, Catharine's child",Berry,,,,,child,Catharine,,,,,,named,high,
262,"Berry, Colonel William",Berry,Colonel William,Colonel William,,,,,,,,,,named,high,
263,"Bertier, Claudius A. – merchant",Bertier,Claudius A.,Claudius A.,,merchant,,,,,merchant,,,named,high,
264,"Beskmeyer, Daniel",Beskmeyer,Daniel,Daniel,,,,,,,,,,named,high,
265,"Betinger, George",Betinger,George,George,,,,,,,,,,named,high,
266,"Bettle, Samuel Sen. – tailor",Bettle,Samuel .,Samuel .,Sen,tailor,,,,,tailor,,,named,high,
267,"Betto, Peter",Betto,Peter,Peter,,,,,,,,,,named,high,
268,"Betts, Abraham",Betts,Abraham,Abraham,,,,,,,,,,named,high,
269,"Betz, John",Betz,John,John,,,,,,,,,,named,high,
270,"Bevans, Mary",Bevans,Mary,Mary,,,,,,,,,,named,high,
271,"Bevans, Thomas",Bevans,Thomas,Thomas,,,,,,,,,,named,high,
272,"Bevelin, Christopher – labourer",Bevelin,Christopher,Christopher,,labourer,,,,,labourer,,,named,high,
273,"Beyer, Henry",Beyer,Henry,Henry,,,,,,,,,,named,high,
274,"Bickledick, Jenny",Bickledick,Jenny,Jenny,,,,,,,,,,named,high,
275,"Bickley, Ann",Bickley,Ann,Ann,,,,,,,,,,named,high,
276,"Biddle, Jane, daughter of Owen",Biddle,Jane,Jane,,daughter of Owen,daughter,,,,daughter of Owen,,,named,high,
277,"Bideman, Margaret",Bideman,Margaret,Margaret,,,,,,,,,,named,high,
278,"Bierce1, Henry - shoemaker",Bierce1,Henry,Henry,,shoemaker,,,,,shoemaker,,,named,high,
279,"Biggs, John – linen draper, and wife",Biggs,John,John,,linen draper,wife,,,,linen draper,wife,,named,high,
280,"Bigley, Eleanor",Bigley,Eleanor,Eleanor,,,,,,,,,,named,high,
281,"Bignall, Peter's wife",Bignall,,,,,wife,Peter,,,,,,named,high,
282,"Bigot, Ann",Bigot,Ann,Ann,,,,,,,,,,named,high,
283,"Bilerder, Jacob's child",Bilerder,,,,,child,Jacob,,,,,,named,high,
284,"Binder, Jacob",Binder,Jacob,Jacob,,,,,,,,,,named,high,
285,"Bingin, Francis",Bingin,Francis,Francis,,,,,,,,,,named,high,
286,Bird Joseph's child,Bird Joseph's child,,,,,,,,,,,,named,high,
287,"Bird, Anna – servant",Bird,Anna,Anna,,servant,servant,,,,servant,,,named,high,
288,"Bird, Cornelius",Bird,Cornelius,Cornelius,,,,,,,,,,named,high,
289,"Bird, Sarah",Bird,Sarah,Sarah,,,,,,,,,,named,high,
290,"Birger, Christopher - carter",Birger,Christopher,Christopher,,carter,,,,,carter,,,named,high,
291,"Birmingham, Ann",Birmingham,Ann,Ann,,,,,,,,,,named,high,
292,"Birmingham, Thomas",Birmingham,Thomas,Thomas,,,,,,,,,,named,high,
293,"Bishop, Ann",Bishop,Ann,Ann,,,,,,,,,,named,high,
294,"Bishop, Thomas' daughter",Bishop,,,,,daughter,Thomas,,,,,,named,high,
295,"Bittman, John Peter",Bittman,John Peter,John Peter,,,,,,,,,,named,high,
296,"Biven, Thomas",Biven,Thomas,Thomas,,,,,,,,,,named,high,
297,"Black, Robert",Black,Robert,Robert,,,,,,,,,,named,high,
298,"Black,a Robert – bricklayer",Black,a Robert,a Robert,,bricklayer,,,,,bricklayer,,,named,high,
299,"Blackham, Rich. – ironmonger",Blackham,Rich.,Rich.,,ironmonger,,,,,ironmonger,,,named,high,
300,"Blackley, Eliza",Blackley,Eliza,Eliza,,,,,,,,,,named,high,
301,"Blake, William's child",Blake,,,,,child,William,,,,,,named,high,
302,"Blame, Anthony – confectioner",Blame,Anthony,Anthony,,confectioner,,,,,confectioner,,,named,high,
303,"Blayton, Benjamin",Blayton,Benjamin,Benjamin,,,,,,,,,,named,high,
304,"Bliney, Elizabeth",Bliney,Elizabeth,Elizabeth,,,,,,,,,,named,high,
305,"Blocher, Jacob – labourer",Blocher,Jacob,Jacob,,labourer,,,,,labourer,,,named,high,
306,"Blocher, Jacob – shoemaker",Blocher,Jacob,Jacob,,shoemaker,,,,,shoemaker,,,named,high,
307,"Blocker, Jacob's wife",Blocker,,,,,wife,Jacob,,,,,,named,high,
308,"Blockler, Stancy",Blockler,Stancy,Stancy,,,,,,,,,,named,high,
309,"Blodget, Nathaniel – Virginia planter",Blodget,Nathaniel,Nathaniel,,Virginia planter,,,,,Virginia planter,,,named,high,
310,Blosbeyer – widow,Blosbeyer,,,,,widow,,,,,,,named,high,
311,"Blosbeyer, grandchild",Blosbeyer,grandchild,grandchild,,,,,,,,,,named,high,
312,"Bob,  Peter's daughter",Bob,,,,,daughter,Peter,,,,,,named,high,
313,"Bock, - widow",Bock,,,,,widow,,,,,,,named,high,
314,"Bock, George's sister",Bock,George's sister,George's sister,,,,,,,,,,named,high,
315,"Bock, Mary",Bock,Mary,Mary,,,,,,,,,,named,high,
316,"Bodger, Benjamin's  son",Bodger,,,,,son,Benjamin,,,,,,named,high,
317,"Boehm, Charles - apprentice",Boehm,Charles,Charles,,apprentice,apprentice,,,,apprentice,,,named,high,
318,"Boehm, Charlotte - servant",Boehm,Charlotte,Charlotte,,servant,servant,,,,servant,,,named,high,
319,"Boggs, Martha – widow",Boggs,Martha,Martha,,,widow,,,,,,,named,high,
320,"Bogh, Thomas – shoemaker",Bogh,Thomas,Thomas,,shoemaker,,,,,shoemaker,,,named,high,
321,"Bogs, -",Bogs,,,,,,,,,,,,named,medium,unknown_first_name
322,"Bohl, Adam – carpenter & 2 daughters",Bohl,Adam,Adam,,carpenter,daughters,,,,carpenter,2 daughters,2,named,high,
323,"Bohn,, son of widow Bohn",Bohn,,,,son of widow Bohn,son,,,,son of widow Bohn,,,named,high,
324,"Bond, Margaret – spinster",Bond,Margaret,Margaret,,spinster,,,,,spinster,,,named,high,
325,"Bonn, Henry - labourer",Bonn,Henry,Henry,,labourer,,,,,labourer,,,named,high,
326,"Bonn, Joshua – carpenter",Bonn,Joshua,Joshua,,carpenter,,,,,carpenter,,,named,high,
327,"Bonnel, Sarah – a child",Bonnel,Sarah,Sarah,,a child,child,,,,a child,,,named,high,
328,"Bonshall, Jemimah",Bonshall,Jemimah,Jemimah,,,,,,,,,,named,high,
329,"Book, Barney – and child",Book,Barney,Barney,,,child,,,,,child,,named,high,
330,"Boone, Thomas – carpenter",Boone,Thomas,Thomas,,carpenter,,,,,carpenter,,,named,high,
331,"Borde, Joseph – sawyer",Borde,Joseph,Joseph,,sawyer,,,,,sawyer,,,named,high,
332,"Bornhouse, George – cabinet maker",Bornhouse,George,George,,cabinet maker,,,,,cabinet maker,,,named,high,
333,"Boshart, Andreas, his wife and son",Boshart,Andreas,Andreas,,his wife,wife,,,,his wife,son,,named,high,
334,"Bostock, Benjamin James",Bostock,Benjamin James,Benjamin James,,,,,,,,,,named,high,
335,"Boston, , William's wife – baker",Boston,,,,baker,wife,", William",,,baker,,,named,high,
336,"Boswell, Elizabeth",Boswell,Elizabeth,Elizabeth,,,,,,,,,,named,high,
337,"Boswell, Jemimah",Boswell,Jemimah,Jemimah,,,,,,,,,,named,high,
338,"Boulter, - widow",Boulter,,,,,widow,,,,,,,named,high,
339,"Bouman, Saliniah",Bouman,Saliniah,Saliniah,,,,,,,,,,named,high,
340,"Bounce, George – carter",Bounce,George,George,,carter,,,,,carter,,,named,high,
341,"Bourke, Catharine",Bourke,Catharine,Catharine,,,,,,,,,,named,high,
342,"Bourke, Peter – hatter",Bourke,Peter,Peter,,hatter,,,,,hatter,,,named,high,
343,"Bowen, Elizabeth",Bowen,Elizabeth,Elizabeth,,,,,,,,,,named,high,
344,"Bowen, Joseph",Bowen,Joseph,Joseph,,,,,,,,,,named,high,
345,"Bowen, Mrs.",Bowen,Mrs.,Mrs.,,,,,,,,,,named,high,
346,"Bower, ,Andrew's wife",Bower,,,,,wife,",Andrew",,,,,,named,high,
347,"Bower, Charlotte",Bower,Charlotte,Charlotte,,,,,,,,,,named,high,
348,"Bower, Henry's wife",Bower,,,,,wife,Henry,,,,,,named,high,
349,"Bowers, Martha",Bowers,Martha,Martha,,,,,,,,,,named,high,
350,"Bowers, Stephen – shoemaker",Bowers,Stephen,Stephen,,shoemaker,,,,,shoemaker,,,named,high,
351,"Bowles, Adam – carpenter",Bowles,Adam,Adam,,carpenter,,,,,carpenter,,,named,high,
352,"Bowles, Catharine",Bowles,Catharine,Catharine,,,,,,,,,,named,high,
353,"Bowles, Henry's wife & 2 sons",Bowles,,,,,wife,Henry,,,,2 sons,2,named,high,
354,"Bowles, Susannah",Bowles,Susannah,Susannah,,,,,,,,,,named,high,
355,"Bowman, Catharine – servant",Bowman,Catharine,Catharine,,servant,servant,,,,servant,,,named,high,
356,"Bowman, Frederic – doorkeeper",Bowman,Frederic,Frederic,,doorkeeper,,,,,doorkeeper,,,named,high,
357,"Bowman, Frederic",Bowman,Frederic,Frederic,,,,,,,,,,named,high,
358,"Bowman, James",Bowman,James,James,,,,,,,,,,named,high,
359,"Bowyer, John – gardener",Bowyer,John,John,,gardener,,,,,gardener,,,named,high,
360,"Boyce, William's wife, and son",Boyce,,,,,wife,William,,,,", and son",,named,high,
361,"Boyd, Elizabeth]",Boyd,Elizabeth],Elizabeth],,,,,,,,,,named,high,
362,"Boyd, Martha – servant",Boyd,Martha,Martha,,servant,servant,,,,servant,,,named,high,
363,"Boyer , Michael's child",Boyer,,,,,child,Michael,,,,,,named,high,
364,"Boyer, Anthony – storekeeper",Boyer,Anthony,Anthony,,storekeeper,,,,,storekeeper,,,named,high,
365,"Boyer, Catharine – widow",Boyer,Catharine,Catharine,,,widow,,,,,,,named,high,
366,"Boyer, Henry – coachmaker",Boyer,Henry,Henry,,coachmaker,,,,,coachmaker,,,named,high,
367,"Boyer, Michael – butcher",Boyer,Michael,Michael,,butcher,,,,,butcher,,,named,high,
368,"Boylan, James' child",Boylan,,,,,child,James,,,,,,named,high,
369,"Boyles, Mary – widow",Boyles,Mary,Mary,,,widow,,,,,,,named,high,
370,"Boynes, Catharine",Boynes,Catharine,Catharine,,,,,,,,,,named,high,
371,"Brackley, Mary – servant",Brackley,Mary,Mary,,servant,servant,,,,servant,,,named,high,
372,"Bradford, Riley – waterman",Bradford,Riley,Riley,,waterman,,,,,waterman,,,named,high,
373,"Bradshaw, Ann",Bradshaw,Ann,Ann,,,,,,,,,,named,high,
374,"Brady, Hugh",Brady,Hugh,Hugh,,,,,,,,,,named,high,
375,"Brady, Mary",Brady,Mary,Mary,,,,,,,,,,named,high,
376,"Brady, Michael",Brady,Michael,Michael,,,,,,,,,,named,high,
377,"Brailey, John",Brailey,John,John,,,,,,,,,,named,high,
378,"Brandhoffer, Mr.",Brandhoffer,Mr.,Mr.,,,,,,,,,,named,high,
379,"Brant, Jacob – blacksmith",Brant,Jacob,Jacob,,blacksmith,,,,,blacksmith,,,named,high,
380,"Braun , wife of John",Braun,,,,,wife,John,,,,,,named,high,
